,Date,Tidal_Variation,Waves,Current_Speed,Direction_of_Flow,Dredging_Requirement,Depth,Siltation_Amount,Ships_Frequency,Heavy_Rainfall,Channel
1412,2020-11-13,3.35,2.89,0.69,0,1,12.54,1.47,14,1,2
1413,2020-11-14,3.37,1.57,0.78,0,1,10.41,2.82,6,1,2
1414,2020-11-15,1.92,1.51,1.8,0,2,10.26,2.64,7,1,2
1415,2020-11-16,0.8,1.57,1.61,0,2,19.06,1.11,19,1,2
1416,2020-11-17,1.8,2.4,2.0,0,2,8.62,2.35,8,0,1
1417,2020-11-18,4.01,1.98,0.44,0,1,12.08,1.24,8,0,2
1418,2020-11-19,2.89,1.27,1.44,0,2,17.36,1.74,26,0,1
1419,2020-11-20,3.11,2.01,0.19,1,2,13.62,1.21,19,0,2
1420,2020-11-21,4.85,0.95,1.94,1,0,9.46,2.81,17,0,1
1421,2020-11-22,0.2,2.57,0.48,1,2,9.17,2.76,9,1,1
1422,2020-11-23,2.21,0.85,0.46,0,1,8.72,2.92,7,0,1
1423,2020-11-24,0.51,1.1,0.87,0,1,10.85,2.67,5,0,2
1424,2020-11-25,1.69,0.44,2.27,0,2,19.41,1.53,5,0,1
1425,2020-11-26,0.26,0.73,1.73,0,2,16.84,1.2,23,1,2
1426,2020-11-27,4.57,1.04,0.25,1,2,9.41,2.23,26,1,2
1427,2020-11-28,1.69,1.3,0.45,1,2,8.24,2.7,29,0,2
1428,2020-11-29,0.82,0.39,1.38,1,2,9.22,2.35,14,0,1
1429,2020-11-30,2.6,1.19,0.74,0,1,10.48,2.69,14,1,1
1430,2020-12-01,4.23,1.41,1.19,0,2,17.19,1.81,16,0,2
1431,2020-12-02,1.11,2.18,2.27,1,0,8.89,2.64,22,1,1
1432,2020-12-03,2.47,1.21,1.53,1,0,12.42,1.38,29,0,2
1433,2020-12-04,0.2,0.26,1.66,0,2,8.17,2.44,9,1,2
1434,2020-12-05,3.5,2.85,2.18,0,2,14.55,1.36,21,1,2
1435,2020-12-06,1.11,0.65,0.3,0,1,9.59,2.59,8,0,2
1436,2020-12-07,0.84,2.63,0.96,1,2,8.94,2.24,7,0,2
1437,2020-12-08,2.61,0.77,1.2,1,2,11.1,3.0,23,1,1
1438,2020-12-09,1.3,2.85,1.58,0,2,17.41,1.47,27,1,1
1439,2020-12-10,3.48,1.15,2.02,0,2,11.89,2.94,10,0,1
1440,2020-12-11,0.58,1.17,1.47,0,2,13.72,1.25,22,0,1
1441,2020-12-12,0.83,2.59,0.69,0,1,9.72,2.59,26,0,2
1442,2020-12-13,0.96,2.48,0.87,1,2,11.22,2.75,24,1,2
1443,2020-12-14,3.77,1.67,0.93,0,1,16.79,1.23,12,1,1
1444,2020-12-15,2.1,1.11,1.69,1,0,18.24,1.81,13,1,2
1445,2020-12-16,0.44,1.29,1.05,0,2,12.22,1.85,22,0,2
1446,2020-12-17,1.52,1.21,0.64,1,2,12.29,1.05,7,0,1
1447,2020-12-18,0.85,1.64,1.9,0,2,8.44,2.81,22,0,1
1448,2020-12-19,4.77,0.59,0.73,0,1,9.08,2.94,10,0,1
1449,2020-12-20,0.84,0.29,0.58,0,1,14.12,1.83,25,0,2
1450,2020-12-21,1.71,1.54,0.22,0,1,9.08,2.42,29,0,2
1451,2020-12-22,0.67,1.11,1.18,0,2,15.84,1.34,25,1,1
1452,2020-12-23,0.22,0.24,0.41,1,2,10.45,2.16,22,0,1
1453,2020-12-24,0.6,0.87,2.39,0,2,9.19,2.4,12,1,2
1454,2020-12-25,1.5,1.76,0.73,0,1,10.53,2.57,6,0,2
1455,2020-12-26,2.76,1.44,2.01,0,2,9.51,2.74,21,1,2
1456,2020-12-27,3.79,0.89,0.39,1,2,10.51,2.89,9,1,1
1457,2020-12-28,4.62,1.27,1.09,1,2,12.53,1.98,21,1,2
1458,2020-12-29,2.85,2.82,2.38,1,0,8.69,2.8,27,0,1
1459,2020-12-30,1.01,2.86,0.5,1,2,9.34,2.98,19,1,1
1460,2020-12-31,0.13,1.72,1.98,0,2,8.9,2.66,20,0,1
1461,2021-01-01,2.78,1.54,0.85,1,2,10.25,2.51,29,1,1
1462,2021-01-02,0.29,2.65,2.38,1,0,11.6,2.34,16,1,1
1463,2021-01-03,1.54,1.43,1.44,1,2,11.46,2.29,11,1,1
1464,2021-01-04,0.26,1.7,0.65,0,1,10.17,2.31,15,0,2
1465,2021-01-05,3.94,2.01,0.32,1,2,16.17,1.89,9,1,2
1466,2021-01-06,0.3,1.9,1.57,1,0,9.64,2.48,19,1,2
1467,2021-01-07,2.32,0.74,0.38,1,2,11.84,2.92,5,1,1
1468,2021-01-08,0.37,1.29,0.52,1,2,10.85,2.09,17,0,1
1469,2021-01-09,4.65,2.01,2.3,1,0,16.0,1.73,28,1,2
1470,2021-01-10,1.44,2.77,2.07,1,0,14.57,1.02,6,0,2
1471,2021-01-11,2.03,0.21,1.8,1,0,15.63,1.53,16,0,1
1472,2021-01-12,0.97,1.52,1.66,0,2,13.95,1.3,14,1,2
1473,2021-01-13,4.38,0.72,0.37,0,1,9.53,2.28,21,1,2
1474,2021-01-14,4.84,2.59,0.94,1,2,18.85,1.94,18,0,2
1475,2021-01-15,3.18,2.03,1.01,0,2,8.3,2.47,25,1,1
1476,2021-01-16,1.18,0.85,1.11,1,2,8.79,2.01,16,0,1
1477,2021-01-17,1.95,1.63,2.09,1,0,17.52,1.33,21,1,1
1478,2021-01-18,4.47,2.22,0.21,1,2,11.68,2.3,9,0,2
1479,2021-01-19,4.48,3.0,1.57,0,2,8.01,2.35,7,0,2
1480,2021-01-20,1.26,0.29,0.29,1,2,13.3,1.94,23,0,1
1481,2021-01-21,1.97,1.62,1.35,0,2,11.79,2.16,18,0,1
1482,2021-01-22,3.43,0.21,0.42,0,1,9.63,2.16,19,1,1
1483,2021-01-23,4.28,1.95,2.08,1,0,13.82,1.48,14,1,2
1484,2021-01-24,0.59,2.05,1.91,0,2,14.21,1.61,20,1,1
1485,2021-01-25,2.39,1.4,2.03,1,0,16.37,1.94,20,0,1
1486,2021-01-26,4.08,0.07,1.46,0,2,18.59,1.32,7,0,1
1487,2021-01-27,0.99,0.11,0.86,0,1,17.02,1.78,7,1,1
1488,2021-01-28,4.61,1.5,2.14,1,0,19.81,1.71,14,1,2
1489,2021-01-29,3.53,2.17,1.58,1,0,18.14,1.45,16,0,2
1490,2021-01-30,3.9,1.81,0.97,0,1,9.83,2.77,19,1,1
1491,2021-01-31,0.02,2.6,1.0,1,2,9.08,2.72,19,0,2
1492,2021-02-01,2.84,1.4,1.83,1,0,14.48,1.73,17,1,1
1493,2021-02-02,2.46,1.81,1.92,1,0,11.59,2.32,16,0,1
1494,2021-02-03,1.61,2.22,1.45,0,2,10.29,2.76,6,0,2
1495,2021-02-04,1.94,0.72,1.78,0,2,12.46,1.93,17,0,1
1496,2021-02-05,4.83,0.04,2.2,0,2,8.48,2.04,26,0,2
1497,2021-02-06,4.19,0.01,0.34,1,2,13.93,1.19,17,0,2
1498,2021-02-07,4.92,2.7,1.15,1,2,12.62,1.99,10,0,1
1499,2021-02-08,0.09,1.38,0.23,0,1,11.53,2.13,12,0,2
1500,2021-02-09,3.41,0.86,2.07,0,2,18.43,1.84,11,1,1
1501,2021-02-10,3.29,2.02,2.48,1,0,9.79,2.85,17,1,1
1502,2021-02-11,4.82,1.0,1.71,0,2,14.62,1.2,23,0,2
1503,2021-02-12,0.75,0.86,0.65,1,2,9.86,2.87,5,1,2
1504,2021-02-13,0.7,0.27,2.05,1,0,19.9,1.98,18,1,1
1505,2021-02-14,3.16,1.45,0.6,1,2,14.42,1.87,26,0,1
1506,2021-02-15,4.38,0.33,1.05,1,2,10.49,2.99,11,1,1
1507,2021-02-16,0.22,0.5,1.27,1,2,9.09,2.76,25,1,2
1508,2021-02-17,2.07,2.82,1.76,1,0,8.92,2.41,18,1,1
1509,2021-02-18,0.98,1.31,1.99,0,2,8.53,2.61,21,1,1
1510,2021-02-19,4.2,0.27,2.08,0,2,9.04,2.24,11,0,1
1511,2021-02-20,0.08,0.21,0.94,0,1,8.78,2.85,23,1,1
1512,2021-02-21,1.96,2.87,2.47,1,0,11.34,2.94,18,0,1
1513,2021-02-22,3.64,2.86,2.27,0,2,8.78,2.19,25,0,2
1514,2021-02-23,3.72,2.18,1.81,0,2,15.26,1.26,15,1,1
1515,2021-02-24,2.36,0.23,1.84,1,0,12.88,1.57,17,1,1
1516,2021-02-25,4.83,1.02,1.33,1,2,15.4,1.3,13,1,1
1517,2021-02-26,1.56,2.76,1.19,1,2,11.42,2.51,22,0,1
1518,2021-02-27,1.98,2.99,2.15,1,0,18.85,1.5,17,1,1
1519,2021-02-28,1.05,1.82,1.61,0,2,12.87,1.91,9,0,1
1520,2021-03-01,3.64,1.5,0.87,1,2,9.95,2.57,27,1,2
1521,2021-03-02,3.28,1.6,0.43,1,2,11.21,2.49,28,0,2
1522,2021-03-03,4.86,0.29,1.65,0,2,8.2,2.23,25,0,1
1523,2021-03-04,1.68,1.49,1.9,1,0,8.35,2.06,25,1,1
1524,2021-03-05,1.18,2.43,2.09,0,2,8.92,2.59,22,1,2
1525,2021-03-06,1.05,2.88,1.64,1,0,9.42,2.14,15,0,1
1526,2021-03-07,0.74,2.68,1.24,1,2,11.77,2.02,21,0,1
1527,2021-03-08,2.46,2.7,1.95,1,0,13.68,1.04,10,0,2
1528,2021-03-09,4.5,0.97,2.28,1,0,11.24,2.11,19,0,2
1529,2021-03-10,3.97,2.11,1.87,0,2,11.76,2.63,6,1,2
1530,2021-03-11,4.82,1.86,2.23,0,2,18.25,1.9,21,1,2
1531,2021-03-12,0.9,1.16,1.03,1,2,11.77,2.26,20,1,1
1532,2021-03-13,4.52,1.8,2.03,0,2,16.66,1.22,14,0,1
1533,2021-03-14,3.47,1.46,1.79,0,2,19.71,1.56,13,0,2
1534,2021-03-15,0.5,1.42,1.67,1,0,16.5,1.28,28,1,1
1535,2021-03-16,1.2,1.12,0.59,1,2,9.54,2.32,24,1,2
1536,2021-03-17,4.1,2.95,1.52,1,0,17.11,1.8,17,1,2
1537,2021-03-18,0.71,1.35,0.95,1,2,8.72,2.37,14,1,2
1538,2021-03-19,4.33,2.6,0.13,0,1,8.43,2.43,16,0,2
1539,2021-03-20,2.02,2.04,2.24,1,0,11.96,2.22,14,1,2
1540,2021-03-21,1.54,2.39,1.67,0,2,8.17,2.11,13,0,2
1541,2021-03-22,1.58,0.49,1.64,0,2,18.11,1.18,29,1,2
1542,2021-03-23,3.53,2.4,0.94,0,1,12.64,1.87,21,1,2
1543,2021-03-24,2.05,2.12,0.22,0,1,10.23,2.73,13,0,1
1544,2021-03-25,1.18,2.5,0.25,1,2,16.14,1.61,15,1,2
1545,2021-03-26,2.39,1.87,1.71,0,2,8.09,2.76,11,1,2
1546,2021-03-27,2.8,1.95,0.3,0,1,15.42,1.67,10,0,1
1547,2021-03-28,2.49,0.28,2.29,0,2,12.17,1.63,24,1,1
1548,2021-03-29,0.45,0.05,1.56,1,0,10.55,2.19,6,0,1
1549,2021-03-30,3.93,2.42,2.47,1,0,19.57,1.12,17,1,2
1550,2021-03-31,2.71,0.38,0.48,0,1,16.23,1.06,16,1,1
1551,2021-04-01,4.17,0.36,1.96,0,2,10.51,2.81,5,0,1
1552,2021-04-02,2.37,2.51,1.62,0,2,17.7,1.92,22,1,1
1553,2021-04-03,1.08,1.33,2.46,1,0,9.42,2.53,15,0,1
1554,2021-04-04,0.28,1.43,1.45,1,2,10.51,2.36,8,1,1
1555,2021-04-05,1.63,1.19,1.62,1,0,8.3,2.02,7,1,1
1556,2021-04-06,3.79,0.32,0.48,1,2,14.8,1.95,29,0,2
1557,2021-04-07,4.97,1.83,0.48,0,1,15.07,1.21,6,1,1
1558,2021-04-08,1.21,0.84,2.46,0,2,8.61,2.95,9,1,2
1559,2021-04-09,1.98,0.04,0.24,0,1,9.15,2.66,23,0,2
1560,2021-04-10,0.87,2.42,0.62,1,2,8.69,2.04,18,1,2
1561,2021-04-11,0.5,1.01,1.6,1,0,17.29,1.29,6,1,1
1562,2021-04-12,4.44,1.68,2.24,1,0,16.21,1.9,20,1,2
1563,2021-04-13,2.52,1.21,1.64,0,2,11.05,2.34,27,1,1
1564,2021-04-14,2.16,1.91,1.5,0,2,18.4,1.45,11,1,2
1565,2021-04-15,2.84,1.23,2.41,1,0,15.16,1.55,29,1,2
1566,2021-04-16,1.15,2.56,2.46,1,0,17.23,1.38,11,1,1
1567,2021-04-17,3.86,0.25,1.05,1,2,9.05,2.07,21,1,1
1568,2021-04-18,4.27,2.48,0.49,0,1,9.8,2.36,16,1,1
1569,2021-04-19,1.04,0.74,0.18,1,2,16.01,1.36,14,1,2
1570,2021-04-20,3.37,0.07,1.3,1,2,19.71,1.91,14,0,1
1571,2021-04-21,3.28,0.78,0.28,0,1,11.0,2.32,11,1,1
1572,2021-04-22,3.36,1.24,1.75,0,2,14.85,1.69,14,0,1
1573,2021-04-23,4.02,0.35,0.51,0,1,8.02,2.8,16,1,1
1574,2021-04-24,0.83,1.77,0.61,0,1,11.05,2.31,8,1,1
1575,2021-04-25,0.25,2.46,0.4,1,2,15.18,1.34,7,1,1
1576,2021-04-26,0.82,2.08,0.72,1,2,14.03,1.63,15,1,2
1577,2021-04-27,2.75,1.05,1.78,0,2,10.03,2.59,5,0,2
1578,2021-04-28,0.38,0.23,0.89,1,2,11.14,2.51,28,0,2
1579,2021-04-29,4.35,0.98,1.09,1,2,18.0,1.01,12,1,1
1580,2021-04-30,2.49,0.27,1.64,1,0,10.08,2.69,14,0,1
1581,2021-05-01,4.9,0.26,2.1,0,2,8.76,2.39,29,1,2
1582,2021-05-02,3.24,0.34,1.52,0,2,8.89,3.0,17,1,2
1583,2021-05-03,1.5,2.59,0.45,0,1,9.09,2.22,11,0,1
1584,2021-05-04,0.33,1.68,1.11,1,2,9.93,2.08,20,1,2
1585,2021-05-05,2.91,2.95,0.81,1,2,11.75,2.66,8,1,2
1586,2021-05-06,1.83,2.07,1.35,1,2,8.86,2.08,28,1,1
1587,2021-05-07,3.88,0.43,0.24,1,2,14.08,1.03,23,0,2
1588,2021-05-08,4.39,2.41,1.99,0,2,19.63,1.25,25,0,2
1589,2021-05-09,3.29,0.68,1.82,0,2,16.9,1.49,21,0,2
1590,2021-05-10,1.9,0.08,1.9,0,2,11.19,2.56,29,0,2
1591,2021-05-11,0.74,0.25,0.34,1,2,16.6,1.84,27,1,2
1592,2021-05-12,1.56,2.2,1.47,1,2,11.29,2.35,16,1,1
1593,2021-05-13,3.42,1.98,0.23,1,2,9.26,2.23,22,0,1
1594,2021-05-14,3.79,0.83,1.86,1,0,9.93,2.27,16,1,2
1595,2021-05-15,3.19,0.1,0.75,0,1,15.69,1.15,24,1,2
1596,2021-05-16,3.6,0.45,0.48,1,2,16.48,1.1,21,1,2
1597,2021-05-17,4.18,2.41,1.71,0,2,9.09,2.28,11,1,2
1598,2021-05-18,4.19,2.57,1.1,1,2,13.61,1.48,29,0,1
1599,2021-05-19,0.23,0.86,1.63,0,2,9.4,2.88,6,1,1
1600,2021-05-20,1.61,1.43,0.56,0,1,15.62,1.29,5,1,2
1601,2021-05-21,3.29,1.32,0.41,0,1,15.24,1.41,6,0,2
1602,2021-05-22,3.94,1.68,1.29,0,2,8.3,2.77,19,1,2
1603,2021-05-23,3.19,0.36,0.9,1,2,14.75,1.51,25,0,2
1604,2021-05-24,3.12,1.32,0.6,1,2,10.28,2.39,21,0,1
1605,2021-05-25,4.72,0.37,0.58,0,1,9.65,2.71,16,1,1
1606,2021-05-26,0.36,2.74,1.21,0,2,17.11,1.41,20,0,1
1607,2021-05-27,3.54,2.82,0.78,0,1,14.12,1.96,13,1,1
1608,2021-05-28,1.09,0.02,1.23,0,2,9.79,2.36,24,0,1
1609,2021-05-29,4.22,2.02,0.68,1,2,12.85,1.79,9,1,2
1610,2021-05-30,1.25,1.03,0.43,0,1,12.22,1.16,20,0,1
1611,2021-05-31,0.89,1.66,1.55,1,0,14.72,1.04,17,1,1
1612,2021-06-01,2.27,2.46,1.27,1,2,13.45,1.48,10,1,2
1613,2021-06-02,2.73,0.13,0.29,1,2,14.83,1.03,13,0,1
1614,2021-06-03,1.21,2.02,1.63,1,0,19.68,1.89,25,1,2
1615,2021-06-04,2.77,2.64,0.56,1,2,9.5,2.78,9,0,2
1616,2021-06-05,1.37,2.89,1.44,0,2,11.61,2.99,16,0,1
1617,2021-06-06,4.42,2.34,0.34,1,2,10.69,2.76,23,1,1
1618,2021-06-07,2.3,2.03,1.7,1,0,9.24,2.48,12,0,2
1619,2021-06-08,2.39,2.18,1.28,1,2,8.15,2.53,23,1,1
1620,2021-06-09,2.22,1.42,0.92,0,1,14.03,1.67,23,1,1
1621,2021-06-10,2.98,2.26,0.96,1,2,15.39,1.49,27,0,1
1622,2021-06-11,0.54,2.06,2.11,0,2,11.76,2.34,10,1,1
1623,2021-06-12,2.33,1.97,0.52,1,2,9.58,2.88,28,0,2
1624,2021-06-13,2.32,2.93,1.32,1,2,13.05,1.02,26,1,1
1625,2021-06-14,0.82,0.68,1.08,0,2,12.42,1.66,27,0,2
1626,2021-06-15,4.51,0.57,1.12,0,2,16.41,1.39,12,1,1
1627,2021-06-16,4.63,1.79,0.92,1,2,17.12,1.04,11,0,2
1628,2021-06-17,0.57,0.18,1.8,1,0,12.46,1.04,6,1,2
1629,2021-06-18,3.82,0.72,0.11,0,1,16.92,1.26,9,1,2
1630,2021-06-19,1.29,0.64,1.18,0,2,19.82,1.65,10,0,2
1631,2021-06-20,2.17,2.39,1.22,0,2,8.36,2.22,17,1,1
1632,2021-06-21,0.62,1.05,1.45,0,2,12.75,1.39,14,0,1
1633,2021-06-22,3.72,1.07,0.65,0,1,15.75,1.24,18,1,2
1634,2021-06-23,2.86,1.08,1.25,0,2,14.99,1.71,11,0,2
1635,2021-06-24,0.19,0.34,0.3,0,1,17.18,1.73,5,0,2
1636,2021-06-25,0.05,1.75,2.11,0,2,17.15,1.71,16,0,1
1637,2021-06-26,0.05,1.67,0.35,0,1,16.07,1.62,28,0,1
1638,2021-06-27,1.01,1.47,1.72,1,0,16.08,1.29,15,0,1
1639,2021-06-28,3.89,1.82,1.12,0,2,9.05,2.09,7,0,1
1640,2021-06-29,1.74,0.72,1.63,0,2,8.6,2.04,20,1,2
1641,2021-06-30,3.73,1.18,1.18,0,2,14.03,1.13,6,1,2
1642,2021-07-01,2.56,2.95,0.1,0,1,9.56,2.86,28,0,1
1643,2021-07-02,0.41,2.02,2.06,0,2,18.7,1.84,21,1,1
1644,2021-07-03,2.18,1.08,1.27,0,2,11.23,2.22,24,0,2
1645,2021-07-04,0.47,0.12,1.73,0,2,16.63,1.65,8,0,1
1646,2021-07-05,2.5,2.25,0.37,0,1,11.14,2.83,26,1,2
1647,2021-07-06,1.15,1.96,1.51,0,2,10.77,2.48,22,0,2
1648,2021-07-07,1.86,2.12,2.35,1,0,16.13,1.54,14,0,1
1649,2021-07-08,1.72,1.12,0.79,1,2,11.36,2.12,13,0,1
1650,2021-07-09,2.03,2.0,0.7,0,1,16.68,1.94,17,0,2
1651,2021-07-10,0.94,0.48,0.31,1,2,16.3,1.77,20,1,1
1652,2021-07-11,3.14,1.47,2.09,1,0,14.35,1.76,17,1,2
1653,2021-07-12,2.09,2.88,0.92,0,1,9.92,2.48,12,1,1
1654,2021-07-13,1.1,1.68,0.68,0,1,16.51,1.38,6,1,1
1655,2021-07-14,3.77,0.27,0.36,0,1,19.62,1.27,27,1,2
1656,2021-07-15,4.95,2.32,0.76,0,1,11.72,2.31,18,0,1
1657,2021-07-16,3.34,2.19,0.13,1,2,19.02,1.46,29,1,1
1658,2021-07-17,0.85,1.24,0.24,0,1,17.05,1.94,27,1,2
1659,2021-07-18,0.95,2.98,1.49,1,2,8.59,2.99,24,0,2
1660,2021-07-19,0.12,2.72,1.94,1,0,11.22,2.5,8,1,1
1661,2021-07-20,4.51,1.76,0.73,0,1,9.45,2.71,14,0,1
1662,2021-07-21,0.99,2.19,0.85,0,1,12.84,1.49,13,1,1
1663,2021-07-22,1.94,2.08,1.09,0,2,18.94,1.73,23,1,1
1664,2021-07-23,4.37,1.06,1.49,0,2,17.62,1.8,17,1,2
1665,2021-07-24,4.19,0.26,1.66,0,2,19.57,1.74,21,0,1
1666,2021-07-25,2.46,0.33,1.32,0,2,8.72,2.52,20,1,1
1667,2021-07-26,2.5,2.2,0.15,0,1,17.37,1.84,22,1,1
1668,2021-07-27,3.24,0.9,0.21,1,2,19.63,1.9,19,1,2
1669,2021-07-28,0.97,1.72,0.78,0,1,8.11,2.07,23,1,2
1670,2021-07-29,3.11,1.98,1.22,1,2,10.91,2.7,23,1,1
1671,2021-07-30,1.27,1.01,0.19,1,2,17.12,1.81,27,1,1
1672,2021-07-31,4.68,2.85,1.58,0,2,11.84,2.06,27,1,1
1673,2021-08-01,0.75,0.01,2.3,0,2,19.42,1.22,15,0,1
1674,2021-08-02,4.79,0.64,0.24,1,2,12.49,1.93,19,0,2
1675,2021-08-03,4.92,0.45,1.66,1,0,11.87,2.39,23,0,2
1676,2021-08-04,4.09,2.92,1.8,0,2,15.0,1.62,13,1,1
1677,2021-08-05,1.03,1.73,2.0,0,2,9.83,2.17,11,0,1
1678,2021-08-06,2.74,0.39,0.21,1,2,9.47,2.83,10,1,1
1679,2021-08-07,4.97,0.79,0.78,1,2,16.53,1.62,26,0,1
1680,2021-08-08,0.04,1.57,1.61,1,0,11.69,2.51,26,1,2
1681,2021-08-09,4.6,2.14,1.99,1,0,16.13,1.02,25,1,2
1682,2021-08-10,2.14,2.42,0.96,1,2,10.51,2.89,18,1,2
1683,2021-08-11,2.05,0.99,1.05,1,2,10.84,2.46,18,1,2
1684,2021-08-12,1.26,1.01,0.29,1,2,19.46,1.1,12,1,2
1685,2021-08-13,1.88,1.66,1.41,1,2,11.06,2.62,17,0,2
1686,2021-08-14,1.01,1.7,0.72,0,1,8.66,2.08,21,0,2
1687,2021-08-15,4.19,1.46,1.43,0,2,9.78,2.36,23,1,1
1688,2021-08-16,3.83,0.5,0.99,0,1,18.64,1.49,5,0,1
1689,2021-08-17,0.97,2.39,1.95,0,2,9.31,2.95,22,1,2
1690,2021-08-18,2.9,2.33,0.3,0,1,11.18,2.67,19,0,2
1691,2021-08-19,3.09,0.26,2.27,1,0,12.37,1.76,21,0,2
1692,2021-08-20,4.82,2.43,1.95,0,2,19.59,1.06,10,1,2
1693,2021-08-21,4.94,1.63,2.32,0,2,14.7,1.1,29,1,1
1694,2021-08-22,4.79,0.67,1.56,1,0,9.76,2.36,15,1,2
1695,2021-08-23,3.19,2.59,1.2,0,2,14.29,1.97,8,1,1
1696,2021-08-24,3.19,2.52,0.89,0,1,10.17,2.15,22,1,1
1697,2021-08-25,2.95,2.23,0.52,0,1,19.35,1.84,17,1,1
1698,2021-08-26,3.99,1.93,2.38,0,2,10.16,2.38,27,1,2
1699,2021-08-27,4.01,1.75,1.76,1,0,10.3,2.91,22,0,2
1700,2021-08-28,1.06,0.79,1.07,1,2,19.94,1.89,29,0,2
1701,2021-08-29,4.63,1.07,0.83,0,1,17.48,1.9,27,1,2
1702,2021-08-30,2.0,1.42,0.14,1,2,15.26,1.92,24,0,2
1703,2021-08-31,1.44,2.02,0.56,0,1,9.75,2.59,10,0,1
1704,2021-09-01,2.94,1.36,2.1,1,0,12.95,1.46,28,0,2
1705,2021-09-02,4.57,2.56,0.77,1,2,9.68,2.95,5,1,1
1706,2021-09-03,0.68,2.37,1.33,0,2,16.82,1.13,24,0,2
1707,2021-09-04,3.22,1.08,2.24,0,2,12.98,1.62,11,1,1
1708,2021-09-05,1.02,2.89,1.41,1,2,8.56,2.6,25,1,2
1709,2021-09-06,0.38,1.76,1.15,0,2,9.71,2.2,8,0,1
1710,2021-09-07,4.23,2.69,0.92,1,2,14.53,1.51,20,1,1
1711,2021-09-08,1.52,1.56,2.11,1,0,11.73,2.73,21,0,2
1712,2021-09-09,4.26,0.14,1.52,0,2,8.99,2.73,20,0,2
1713,2021-09-10,4.99,0.44,1.86,1,0,10.02,2.74,24,1,1
1714,2021-09-11,1.25,1.03,0.36,0,1,15.05,1.76,23,1,2
1715,2021-09-12,4.22,0.15,2.14,1,0,16.05,1.59,18,1,2
1716,2021-09-13,2.75,1.17,1.71,1,0,8.57,2.79,18,1,1
1717,2021-09-14,3.03,0.85,0.48,1,2,11.44,2.62,23,1,2
1718,2021-09-15,0.46,0.99,0.54,0,1,8.15,2.37,22,0,1
1719,2021-09-16,3.37,0.26,0.36,1,2,10.39,2.32,17,1,1
1720,2021-09-17,4.93,0.23,1.13,0,2,13.31,1.04,26,0,1
1721,2021-09-18,1.68,1.65,2.39,1,0,19.46,1.95,11,0,2
1722,2021-09-19,1.36,1.27,0.24,1,2,18.63,1.13,26,0,2
1723,2021-09-20,1.74,1.23,2.2,0,2,16.21,1.44,18,1,1
1724,2021-09-21,2.06,1.36,1.39,1,2,16.0,1.27,16,0,2
1725,2021-09-22,4.28,2.74,2.12,0,2,11.72,2.77,18,1,2
1726,2021-09-23,0.03,2.59,0.25,0,1,13.16,1.71,15,1,1
1727,2021-09-24,3.8,1.2,1.0,1,2,18.92,1.28,25,0,1
1728,2021-09-25,3.51,2.77,0.46,1,2,17.76,1.02,29,1,2
1729,2021-09-26,1.36,1.16,2.31,0,2,16.23,1.54,12,1,2
1730,2021-09-27,4.24,1.15,0.43,1,2,8.11,2.98,29,0,1
1731,2021-09-28,0.37,2.58,1.84,1,0,9.0,2.57,28,0,1
1732,2021-09-29,0.96,0.38,2.04,0,2,9.34,2.31,28,0,2
1733,2021-09-30,4.76,0.67,1.14,0,2,15.35,1.9,29,1,1
1734,2021-10-01,3.56,1.99,0.43,1,2,18.54,1.26,28,0,2
1735,2021-10-02,1.01,0.85,1.6,0,2,18.19,1.72,27,0,2
1736,2021-10-03,3.87,0.53,0.89,0,1,8.1,2.73,5,0,2
1737,2021-10-04,4.68,0.81,2.45,0,2,10.59,2.57,19,1,1
1738,2021-10-05,2.58,0.24,2.05,0,2,17.43,1.0,27,0,1
1739,2021-10-06,1.92,1.13,0.5,0,1,17.0,1.84,20,0,1
1740,2021-10-07,4.44,1.89,2.09,1,0,11.19,2.57,23,0,1
1741,2021-10-08,3.64,1.11,0.36,0,1,11.73,2.88,22,1,2
1742,2021-10-09,3.22,0.82,0.34,0,1,11.2,2.94,12,1,2
1743,2021-10-10,2.29,1.75,0.26,1,2,8.22,2.94,24,1,2
1744,2021-10-11,3.63,2.81,1.67,0,2,9.21,2.27,10,0,2
1745,2021-10-12,1.12,2.77,1.37,0,2,17.86,1.14,28,1,2
1746,2021-10-13,1.56,1.97,1.09,1,2,9.73,2.45,24,1,1
1747,2021-10-14,1.93,2.92,1.82,1,0,10.69,2.04,5,0,2
1748,2021-10-15,4.16,2.56,1.29,1,2,12.35,1.77,25,1,2
1749,2021-10-16,1.75,0.08,1.59,1,0,9.5,2.17,19,1,2
1750,2021-10-17,1.0,1.2,2.13,1,0,14.76,1.8,24,1,2
1751,2021-10-18,3.43,0.68,0.98,0,1,8.03,2.23,6,1,2
1752,2021-10-19,1.77,2.66,1.27,0,2,8.82,2.5,26,1,1
1753,2021-10-20,1.8,2.97,1.63,1,0,15.14,1.54,26,1,1
1754,2021-10-21,2.08,1.29,1.22,0,2,8.12,2.59,8,0,1
1755,2021-10-22,3.88,2.28,2.47,1,0,9.43,2.67,12,1,2
1756,2021-10-23,3.91,0.73,2.19,1,0,19.79,1.7,23,0,2
1757,2021-10-24,2.32,2.94,1.46,1,2,13.14,1.35,16,0,2
1758,2021-10-25,4.52,1.36,0.67,0,1,19.51,1.08,12,1,1
